Year Month Day T95(degC)
1991  3 10 9.404834
1991  3 11 11.226739
1991  3 12 10.896721
1991  3 13 5.051602
1991  3 14 3.952358
1991  3 15 4.057858
1991  3 16 5.181259
1991  3 17 5.758783
1991  3 18 6.793429
1991  3 19 10.608018
1991  3 20 10.693524
1991  3 21 12.292794
1991  3 22 12.298243
1991  3 23 9.404576
1991  3 24 8.870391
1991  3 25 11.928253
1991  3 26 14.961767
1991  3 27 14.723886
1991  3 28 11.635035
1991  3 29 7.334491
1991  3 30 4.423750
1991  3 31 5.980982
1991  4  1 9.120912
1991  4  2 10.977631
1991  4  3 12.520864
1991  4  4 13.192105
1991  4  5 16.878654
1991  4  6 18.989500
1991  4  7 18.794968
1991  4  8 16.308868
1991  4  9 13.315623
1991  4 10 10.827264
1991  4 11 5.859222
1991  4 12 4.918932
1991  4 13 3.971065
1991  4 14 4.101462
1991  4 15 4.775739
1991  4 16 6.808917
1991  4 17 7.908552
1991  4 18 7.674484
1991  4 19 4.477845
1991  4 20 2.588349
1991  4 21 2.097978
1991  4 22 2.165506
1991  4 23 2.338796
1991  4 24 6.693048
1991  4 25 10.217830
1991  4 26 8.592759
1991  4 27 8.545001
1991  4 28 8.384317
1991  4 29 7.908662
1991  4 30 6.944085
1991  5  1 6.549805
1991  5  2 5.588721
1991  5  3 4.372151
1991  5  4 3.940213
1991  5  5 3.569301
1991  5  6 3.979507
1991  5  7 2.636072
1991  5  8 3.096344
1991  5  9 5.571820
1991  5 10 8.472757
1991  5 11 10.120160
1991  5 12 11.189566
1991  5 13 11.721508
1991  5 14 11.675742
1991  5 15 11.752729
1991  5 16 10.712801
1991  5 17 9.648565
1991  5 18 6.405257
1991  5 19 4.838263
1991  5 20 5.244748
1991  5 21 7.943750
1991  5 22 9.033738
1991  5 23 8.698836
1991  5 24 8.408022
1991  5 25 8.457364
1991  5 26 7.602634
1991  5 27 7.655952
1991  5 28 8.547731
1991  5 29 8.705801
1991  5 30 8.224354
1991  5 31 7.752673
1991  6  1 7.128926
1991  6  2 6.137761
1991  6  3 5.579081
1991  6  4 5.143433
1991  6  5 3.971055
1991  6  6 3.261720
1991  6  7 4.254744
1991  6  8 5.494373
1991  6  9 5.329299
1991  6 10 6.037717
1991  6 11 5.972863
1991  6 12 6.492911
1991  6 13 6.528819
1991  6 14 6.256902
1991  6 15 6.695582
1991  6 16 6.634536
1991  6 17 5.765831
1991  6 18 5.046734
1991  6 19 5.252423
1991  6 20 5.917613
1991  6 21 6.197947
1991  6 22 4.980522
1991  6 23 1.993450
1991  6 24 1.975981
1991  6 25 5.086853
1991  6 26 7.236363
1991  6 27 7.464948
1991  6 28 7.449083
1991  6 29 7.433115
1991  6 30 6.769340
1991  7  1 6.428197
1991  7  2 5.230117
1991  7  3 4.406146
1991  7  4 3.452872
1991  7  5 5.845803
1991  7  6 7.375983
1991  7  7 6.807599
1991  7  8 5.388232
1991  7  9 3.617010
1991  7 10 3.163272
1991  7 11 2.825137
1991  7 12 3.081335
1991  7 13 3.108977
1991  7 14 3.023487
1991  7 15 5.273846
1991  7 16 6.959846
1991  7 17 7.379568
1991  7 18 7.669607
1991  7 19 7.237141
1991  7 20 7.482046
1991  7 21 7.634637
1991  7 22 6.546792
1991  7 23 6.297419
1991  7 24 4.896646
1991  7 25 2.949236
1991  7 26 2.029654
1991  7 27 1.032175
1991  7 28 0.652841
1991  7 29 1.751638
1991  7 30 4.942476
1991  7 31 5.056497
1991  8  1 5.414973
1991  8  2 6.737437
1991  8  3 6.448142
1991  8  4 4.259308
1991  8  5 3.315508
1991  8  6 3.860625
1991  8  7 4.498580
1991  8  8 4.476759
1991  8  9 3.650037
1991  8 10 2.718822
1991  8 11 2.631287
1991  8 12 3.740610
1991  8 13 4.771012
1991  8 14 5.932137
1991  8 15 6.063261
1991  8 16 4.942633
1991  8 17 4.409442
1991  8 18 4.294750
1991  8 19 2.718306
1991  8 20 4.000845
1991  8 21 5.838319
1991  8 22 6.094342
1991  8 23 5.774611
1991  8 24 5.942365
1991  8 25 8.306613
1991  8 26 9.949300
1991  8 27 9.762983
1991  8 28 10.183426
1991  8 29 9.666422
1991  8 30 8.963890
1991  8 31 8.176264
1991  9  1 5.190707
1991  9  2 6.470206
1991  9  3 5.667943
1991  9  4 3.817817
1991  9  5 2.819036
1991  9  6 4.881249
1991  9  7 6.550550
1991  9  8 6.847587
1991  9  9 7.277083
1991  9 10 6.605071
1991  9 11 5.644292
1991  9 12 7.212405
1991  9 13 7.716343
1991  9 14 7.550909
1991  9 15 8.434616
1991  9 16 9.224398
1991  9 17 9.026047
1991  9 18 7.275155
1991  9 19 6.043927
1991  9 20 3.119419
1991  9 21 2.348602
1991  9 22 2.220148
1991  9 23 1.204021
1991  9 24 1.308326
1991  9 25 1.387727
1991  9 26 1.549774
1991  9 27 3.263332
1991  9 28 4.568338
1991  9 29 7.106736
1991  9 30 7.956285
1991 10  1 7.334083
1991 10  2 7.731707
1991 10  3 7.125157
1991 10  4 6.591920
1991 10  5 6.640787
1991 10  6 5.024644
1991 10  7 5.524638
1991 10  8 8.782492
1991 10  9 8.117719
1991 10 10 7.368700
1991 10 11 8.626424
1991 10 12 8.309725
1991 10 13 7.417805
1991 10 14 4.300668
1991 10 15 3.267254
1991 10 16 13.285291
1991 10 17 13.437820
1991 10 18 10.276680
1991 10 19 7.051202
1991 10 20 5.498611
1991 10 21 6.879919
1991 10 22 10.553419
1991 10 23 11.724614
1991 10 24 11.128103
1991 10 25 10.194350
1991 10 26 10.604041
1991 10 27 10.428918
1991 10 28 9.101873
1991 10 29 8.561441
1991 10 30 7.901772
1991 10 31 6.400456
1991 11  1 6.297372
1991 11  2 5.438780
1991 11  3 3.149223
1991 11  4 -2.696983
1991 11  5 -4.636188
1991 11  6 -2.677211
1991 11  7 -1.416960
1991 11  8 -1.439391
1991 11  9 0.119110
1991 11 10 -1.163615
1991 11 11 -1.029014
1991 11 12 2.930728
1991 11 13 8.480177
1991 11 14 8.230301
1991 11 15 7.316520
1991 11 16 8.149968
1991 11 17 7.877564
1991 11 18 9.243763
1991 11 19 10.970952
1991 11 20 12.724295
1991 11 21 13.399413
1991 11 22 8.118726
1991 11 23 6.458552
1991 11 24 5.600408
1991 11 25 2.295703
1991 11 26 2.500760
1991 11 27 3.515989
1991 11 28 7.792478
1991 11 29 10.819762
1991 11 30 11.894221
1991 12  1 11.311341
1991 12  2 9.604873
1991 12  3 9.932190
1991 12  4 5.775281
1991 12  5 3.367523
1991 12  6 7.649883
1991 12  7 10.723289
1991 12  8 12.824672
1991 12  9 12.027784
1991 12 10 9.564818
1991 12 11 9.193475
1991 12 12 11.607955
1991 12 13 12.413966
1991 12 14 9.940342
1991 12 15 7.891645
1991 12 16 8.206150
1991 12 17 8.448144
1991 12 18 4.458073
1991 12 19 2.921665
1991 12 20 6.556940
1991 12 21 8.876531
1991 12 22 10.822912
1991 12 23 9.654191
1991 12 24 8.769653
1991 12 25 8.524924
1991 12 26 7.814294
1991 12 27 6.731076
1991 12 28 5.916385
1991 12 29 6.361289
1991 12 30 6.350515
1991 12 31 6.340914
1992  1  1 7.067139
1992  1  2 8.805391
1992  1  3 10.056765
1992  1  4 9.990138
1992  1  5 10.165387
1992  1  6 9.334090
1992  1  7 7.575688
1992  1  8 8.472330
1992  1  9 7.792184
1992  1 10 7.535863
1992  1 11 11.801627
1992  1 12 11.570175
1992  1 13 8.613700
1992  1 14 11.191022
1992  1 15 9.844349
1992  1 16 7.705451
1992  1 17 7.646180
1992  1 18 0.529506
1992  1 19 7.762639
1992  1 20 11.154994
1992  1 21 12.319871
1992  1 22 10.815219
1992  1 23 8.319453
1992  1 24 9.724435
1992  1 25 8.039313
1992  1 26 8.059936
1992  1 27 7.295066
1992  1 28 8.381247
1992  1 29 12.856673
1992  1 30 13.029064
1992  1 31 13.071353
1992  2  1 15.859343
1992  2  2 16.637775
1992  2  3 15.285223
1992  2  4 12.655467
1992  2  5 11.883243
1992  2  6 10.269744
1992  2  7 6.723240
1992  2  8 2.580257
1992  2  9 3.197254
1992  2 10 5.424492
1992  2 11 4.992097
1992  2 12 4.724996
1992  2 13 4.717274
1992  2 14 5.950916
1992  2 15 9.050527
1992  2 16 9.561377
1992  2 17 8.161257
1992  2 18 8.404673
1992  2 19 8.928632
1992  2 20 8.669639
1992  2 21 9.519220
1992  2 22 11.006553
1992  2 23 11.399775
1992  2 24 8.233186
1992  2 25 6.810739
1992  2 26 7.988645
1992  2 27 9.814266
1992  2 28 11.199833
1992  2 29 14.408524
1992  3  1 17.915294
1992  3  2 17.822478
1992  3  3 15.707109
1992  3  4 14.604896
1992  3  5 14.268277
1992  3  6 12.841713
1992  3  7 11.265445
1992  3  8 11.762657
1992  3  9 12.121086
1992  3 10 11.018674
1992  3 11 7.266884
1992  3 12 3.418890
1992  3 13 5.067409
1992  3 14 5.921315
1992  3 15 4.855106
1992  3 16 8.872398
1992  3 17 9.270275
1992  3 18 5.695535
1992  3 19 4.798872
1992  3 20 4.361783
1992  3 21 3.083915
1992  3 22 1.663349
1992  3 23 6.634511
1992  3 24 8.827835
1992  3 25 7.326306
1992  3 26 3.600141
1992  3 27 3.560132
1992  3 28 3.416575
1992  3 29 3.461602
1992  3 30 4.000788
1992  3 31 2.904071
1992  4  1 0.521195
1992  4  2 1.111646
1992  4  3 7.325166
1992  4  4 9.266650
1992  4  5 11.480002
1992  4  6 11.153156
1992  4  7 7.752831
1992  4  8 5.833251
1992  4  9 7.372554
1992  4 10 9.494303
1992  4 11 10.003250
1992  4 12 8.559184
1992  4 13 5.691713
1992  4 14 9.052906
1992  4 15 10.210148
1992  4 16 8.780499
1992  4 17 7.832472
1992  4 18 7.104511
1992  4 19 7.715888
1992  4 20 8.795021
1992  4 21 8.882186
1992  4 22 7.306441
1992  4 23 6.713061
1992  4 24 7.020371
1992  4 25 5.720593
1992  4 26 -0.643319
1992  4 27 0.668159
1992  4 28 9.406245
1992  4 29 10.219105
1992  4 30 14.767789
1992  5  1 14.905127
1992  5  2 12.625129
1992  5  3 7.916197
1992  5  4 6.103987
1992  5  5 4.506618
1992  5  6 6.878525
1992  5  7 12.325855
1992  5  8 11.925680
1992  5  9 11.155054
1992  5 10 11.085539
1992  5 11 8.975384
1992  5 12 8.504074
1992  5 13 7.619786
1992  5 14 5.949370
1992  5 15 5.725827
1992  5 16 7.532377
1992  5 17 7.700686
1992  5 18 6.776898
1992  5 19 9.845506
1992  5 20 11.335326
1992  5 21 10.770990
1992  5 22 10.736327
1992  5 23 9.889127
1992  5 24 7.951392
1992  5 25 3.139887
1992  5 26 0.029782
1992  5 27 -1.605156
1992  5 28 -0.089072
1992  5 29 2.796713
1992  5 30 3.943929
1992  5 31 4.040003
1992  6  1 3.645937
1992  6  2 3.919108
1992  6  3 4.798909
1992  6  4 4.884988
1992  6  5 2.964640
1992  6  6 2.123089
1992  6  7 3.184716
1992  6  8 3.932640
1992  6  9 3.472204
1992  6 10 3.699411
1992  6 11 6.235290
1992  6 12 7.389752
1992  6 13 6.832731
1992  6 14 5.966096
1992  6 15 4.132567
1992  6 16 3.631374
1992  6 17 5.358630
1992  6 18 5.000906
1992  6 19 3.245841
1992  6 20 2.335097
1992  6 21 1.196148
1992  6 22 0.434306
1992  6 23 1.928563
1992  6 24 2.361305
1992  6 25 2.156023
1992  6 26 1.848808
1992  6 27 1.262723
1992  6 28 1.976126
1992  6 29 2.071284
1992  6 30 2.544958
1992  7  1 3.189493
1992  7  2 3.367205
1992  7  3 2.543453
1992  7  4 1.427648
1992  7  5 1.864505
1992  7  6 1.499747
1992  7  7 2.374648
1992  7  8 2.888443
1992  7  9 3.384904
1992  7 10 3.622877
1992  7 11 3.656092
1992  7 12 3.725637
1992  7 13 3.780465
1992  7 14 4.021964
1992  7 15 3.545541
1992  7 16 1.392355
1992  7 17 0.926224
1992  7 18 0.674398
1992  7 19 0.950263
1992  7 20 1.499608
1992  7 21 1.806784
1992  7 22 0.576742
1992  7 23 -0.103260
1992  7 24 0.537168
1992  7 25 1.742223
1992  7 26 1.686505
1992  7 27 2.072771
1992  7 28 1.786720
1992  7 29 0.604460
1992  7 30 0.838218
1992  7 31 1.566599
1992  8  1 1.948585
1992  8  2 0.617835
1992  8  3 -0.097526
1992  8  4 0.092397
1992  8  5 0.273391
1992  8  6 0.261671
1992  8  7 1.101049
1992  8  8 3.710438
1992  8  9 5.364048
1992  8 10 5.113101
1992  8 11 3.495474
1992  8 12 2.475085
1992  8 13 -0.387419
1992  8 14 -1.218112
1992  8 15 -0.541084
1992  8 16 0.543150
1992  8 17 0.716614
1992  8 18 -0.298418
1992  8 19 1.203304
1992  8 20 3.062164
1992  8 21 2.203598
1992  8 22 2.662099
1992  8 23 3.919057
1992  8 24 4.273319
1992  8 25 5.448733
1992  8 26 5.584759
1992  8 27 4.812184
1992  8 28 3.678261
1992  8 29 2.417397
1992  8 30 1.408524
1992  8 31 0.970349
1992  9  1 0.993123
1992  9  2 1.286685
1992  9  3 2.032385
1992  9  4 2.628492
1992  9  5 3.134602
1992  9  6 3.370412
1992  9  7 3.318448
1992  9  8 3.465569
1992  9  9 3.950322
1992  9 10 4.357469
1992  9 11 3.998487
1992  9 12 3.725137
1992  9 13 4.108262
1992  9 14 4.608698
1992  9 15 5.563865
1992  9 16 6.428774
1992  9 17 6.870131
1992  9 18 7.335041
1992  9 19 5.403281
1992  9 20 4.993509
1992  9 21 5.074506
1992  9 22 4.676147
1992  9 23 5.182055
1992  9 24 7.585837
1992  9 25 7.263716
1992  9 26 3.671348
1992  9 27 3.530923
1992  9 28 4.147963
1992  9 29 3.443236
1992  9 30 9.088639
1992 10  1 12.323181
1992 10  2 13.301150
1992 10  3 10.996428
1992 10  4 8.559454
1992 10  5 7.785353
1992 10  6 5.519678
1992 10  7 3.765071
1992 10  8 4.053360
1992 10  9 4.197276
1992 10 10 3.360144
1992 10 11 5.526108
1992 10 12 6.059908
1992 10 13 6.481308
1992 10 14 8.775295
1992 10 15 8.227939
1992 10 16 6.804675
1992 10 17 3.841335
1992 10 18 -1.063291
1992 10 19 0.260404
1992 10 20 5.323419
1992 10 21 10.187086
1992 10 22 14.068044
1992 10 23 13.833882
1992 10 24 11.902424
1992 10 25 12.263496
1992 10 26 10.654700
1992 10 27 7.238860
1992 10 28 6.391660
1992 10 29 4.544586
1992 10 30 3.930703
1992 10 31 4.340514
1992 11  1 4.464003
1992 11  2 4.386297
1992 11  3 6.053634
1992 11  4 6.377296
1992 11  5 4.541150
1992 11  6 0.344520
1992 11  7 -3.267067
1992 11  8 0.708719
1992 11  9 3.209264
1992 11 10 3.921400
1992 11 11 4.443478
1992 11 12 5.621490
1992 11 13 7.316850
1992 11 14 2.839707
1992 11 15 4.300488
1992 11 16 7.881816
1992 11 17 7.890057
1992 11 18 6.122606
1992 11 19 6.827554
1992 11 20 8.345840
1992 11 21 9.003940
1992 11 22 8.890803
1992 11 23 9.855349
1992 11 24 6.047376
1992 11 25 5.683494
1992 11 26 6.455743
1992 11 27 5.396822
1992 11 28 4.124678
1992 11 29 4.518658
1992 11 30 2.408215
1992 12  1 4.490082
1992 12  2 3.786415
1992 12  3 1.835538
1992 12  4 1.835805
1992 12  5 1.128211
1992 12  6 0.339558
1992 12  7 0.357560
1992 12  8 0.673852
1992 12  9 3.544082
1992 12 10 4.448130
1992 12 11 4.936289
1992 12 12 5.369776
1992 12 13 5.143167
1992 12 14 4.847988
1992 12 15 7.452636
1992 12 16 9.522033
1992 12 17 6.668997
1992 12 18 5.019206
1992 12 19 5.439361
1992 12 20 6.473347
1992 12 21 6.237894
1992 12 22 6.317087
1992 12 23 7.932983
1992 12 24 8.147060
1992 12 25 6.196117
1992 12 26 3.278971
1992 12 27 6.284102
1992 12 28 6.991605
1992 12 29 9.396465
1992 12 30 12.775244
1992 12 31 13.731844
1993  1  1 11.601652
1993  1  2 5.707575
1993  1  3 9.718791
1993  1  4 13.584947
1993  1  5 14.344806
1993  1  6 11.707367
1993  1  7 3.959702
1993  1  8 4.535745
1993  1  9 2.593503
1993  1 10 0.896775
1993  1 11 1.468418
1993  1 12 4.136143
1993  1 13 6.909198
1993  1 14 5.464576
1993  1 15 1.079752
1993  1 16 2.764101
1993  1 17 3.533702
1993  1 18 3.726119
1993  1 19 4.117749
1993  1 20 5.672727
1993  1 21 6.981831
1993  1 22 8.500262
1993  1 23 10.177939
1993  1 24 10.580401
1993  1 25 9.509130
1993  1 26 8.219308
1993  1 27 7.999754
1993  1 28 9.151157
1993  1 29 8.830662
1993  1 30 8.442649
1993  1 31 11.824023
1993  2  1 12.309830
1993  2  2 10.871398
1993  2  3 10.089340
1993  2  4 10.342838
1993  2  5 9.993583
1993  2  6 8.742502
1993  2  7 8.129969
1993  2  8 9.042694
1993  2  9 9.214214
1993  2 10 11.296667
1993  2 11 11.578882
1993  2 12 5.828967
1993  2 13 3.366127
1993  2 14 1.328090
1993  2 15 1.210063
1993  2 16 3.184217
1993  2 17 2.684439
1993  2 18 -2.358493
1993  2 19 -4.207658
1993  2 20 1.550720
1993  2 21 7.351771
1993  2 22 8.712360
1993  2 23 3.144661
1993  2 24 -1.765063
1993  2 25 -1.866238
1993  2 26 -1.451542
1993  2 27 -1.008423
1993  2 28 2.003428
1993  3  1 6.565976
1993  3  2 9.661027
1993  3  3 8.668331
1993  3  4 5.639204
1993  3  5 5.636798
1993  3  6 6.141838
1993  3  7 5.784068
1993  3  8 6.256138
1993  3  9 8.006591
1993  3 10 7.881480
1993  3 11 5.652396
1993  3 12 -1.953102
1993  3 13 -4.040568
1993  3 14 -4.618417
1993  3 15 2.335348
1993  3 16 3.463729
1993  3 17 1.324983
1993  3 18 -1.238609
1993  3 19 -0.388799
1993  3 20 0.593201
1993  3 21 0.847554
1993  3 22 2.011971
1993  3 23 3.518800
1993  3 24 8.334301
1993  3 25 10.170920
1993  3 26 10.718585
1993  3 27 11.475585
1993  3 28 10.595071
1993  3 29 10.231419
1993  3 30 9.823825
1993  3 31 8.790899
1993  4  1 5.370617
1993  4  2 2.130869
1993  4  3 0.426921
1993  4  4 1.768279
1993  4  5 2.933064
1993  4  6 3.420816
1993  4  7 4.227067
1993  4  8 6.634622
1993  4  9 7.321907
1993  4 10 6.975477
1993  4 11 5.813426
1993  4 12 5.729923
1993  4 13 4.973187
1993  4 14 4.941167
1993  4 15 7.159100
1993  4 16 6.854589
1993  4 17 5.826449
1993  4 18 6.253746
1993  4 19 6.176255
1993  4 20 6.316413
1993  4 21 6.024685
1993  4 22 5.975367
1993  4 23 6.614547
1993  4 24 5.495266
1993  4 25 5.889290
1993  4 26 6.463898
1993  4 27 5.668274
1993  4 28 5.352032
1993  4 29 6.091617
1993  4 30 6.347286
1993  5  1 6.242613
1993  5  2 6.965779
1993  5  3 6.947369
1993  5  4 7.118629
1993  5  5 8.925856
1993  5  6 9.684290
1993  5  7 9.148549
1993  5  8 8.291280
1993  5  9 9.744793
1993  5 10 10.678798
1993  5 11 10.569249
1993  5 12 9.906506
1993  5 13 8.087271
1993  5 14 8.196043
1993  5 15 5.606947
1993  5 16 4.395938
1993  5 17 3.430129
1993  5 18 2.945691
1993  5 19 2.384097
1993  5 20 -1.285742
1993  5 21 0.465683
1993  5 22 3.717857
1993  5 23 3.529468
1993  5 24 1.953424
1993  5 25 2.439533
1993  5 26 2.664869
1993  5 27 3.921270
1993  5 28 5.011439
1993  5 29 3.979255
1993  5 30 2.908416
1993  5 31 1.984971
1993  6  1 0.679944
1993  6  2 1.021797
1993  6  3 1.553276
1993  6  4 2.404484
1993  6  5 2.954409
1993  6  6 3.215760
1993  6  7 3.793854
1993  6  8 4.727077
1993  6  9 5.545125
1993  6 10 5.989777
1993  6 11 5.825198
1993  6 12 5.816711
1993  6 13 5.056233
1993  6 14 5.153479
1993  6 15 4.733867
1993  6 16 4.788049
1993  6 17 4.788568
1993  6 18 5.097400
1993  6 19 5.456776
1993  6 20 4.613574
1993  6 21 5.212319
1993  6 22 4.952458
1993  6 23 3.711744
1993  6 24 4.070915
1993  6 25 4.203826
1993  6 26 4.049920
1993  6 27 3.517065
1993  6 28 3.568078
1993  6 29 3.493707
1993  6 30 3.430273
1993  7  1 2.595473
1993  7  2 2.851605
1993  7  3 3.646178
1993  7  4 5.222806
1993  7  5 5.756242
1993  7  6 6.031310
1993  7  7 6.414935
1993  7  8 6.783306
1993  7  9 6.924478
1993  7 10 6.386891
1993  7 11 5.759186
1993  7 12 4.884060
1993  7 13 4.294370
1993  7 14 4.353987
1993  7 15 3.845430
1993  7 16 3.091091
1993  7 17 3.064636
1993  7 18 3.530014
1993  7 19 3.567371
1993  7 20 3.765695
1993  7 21 3.532140
1993  7 22 3.589515
1993  7 23 3.674336
1993  7 24 3.442541
1993  7 25 3.911707
1993  7 26 4.365969
1993  7 27 4.760196
1993  7 28 5.388276
1993  7 29 5.612179
1993  7 30 4.648458
1993  7 31 4.519430
1993  8  1 4.199798
1993  8  2 3.404951
1993  8  3 3.067894
1993  8  4 2.587620
1993  8  5 1.496093
1993  8  6 0.258940
1993  8  7 -0.063281
1993  8  8 1.176685
1993  8  9 3.175229
1993  8 10 4.325901
1993  8 11 4.801401
1993  8 12 4.211351
1993  8 13 3.548770
1993  8 14 3.822625
1993  8 15 4.065885
1993  8 16 4.370054
1993  8 17 4.551086
1993  8 18 4.959876
1993  8 19 5.031219
1993  8 20 4.722253
1993  8 21 4.399623
1993  8 22 4.292545
1993  8 23 4.711957
1993  8 24 5.706981
1993  8 25 6.788518
1993  8 26 7.470386
1993  8 27 7.793983
1993  8 28 7.587000
1993  8 29 6.508155
1993  8 30 6.396099
1993  8 31 6.905629
1993  9  1 6.439998
1993  9  2 5.927622
1993  9  3 5.986908
1993  9  4 4.724986
1993  9  5 2.826897
1993  9  6 2.882204
1993  9  7 2.700714
1993  9  8 2.142517
1993  9  9 2.933288
1993  9 10 2.741579
1993  9 11 3.612763
1993  9 12 6.510729
1993  9 13 6.972675
1993  9 14 6.423972
1993  9 15 7.064724
1993  9 16 5.788659
1993  9 17 2.568794
1993  9 18 2.657140
1993  9 19 3.067183
1993  9 20 3.416842
1993  9 21 4.430355
1993  9 22 5.595379
1993  9 23 5.189678
1993  9 24 5.378325
1993  9 25 5.270619
1993  9 26 5.151699
1993  9 27 4.553673
1993  9 28 3.111040
1993  9 29 0.810544
1993  9 30 3.388317
1993 10  1 4.628388
1993 10  2 2.810227
1993 10  3 5.921894
1993 10  4 7.130971
1993 10  5 7.142642
1993 10  6 11.427865
1993 10  7 11.271981
1993 10  8 9.522149
1993 10  9 6.737363
1993 10 10 4.497357
1993 10 11 2.147309
1993 10 12 1.248987
1993 10 13 1.573152
1993 10 14 2.976026
1993 10 15 3.947612
1993 10 16 4.717872
1993 10 17 4.317418
1993 10 18 4.414360
1993 10 19 5.607564
1993 10 20 6.282097
1993 10 21 6.569678
1993 10 22 7.259554
1993 10 23 10.456187
1993 10 24 11.518127
1993 10 25 10.332888
1993 10 26 7.095709
1993 10 27 4.969037
1993 10 28 3.004683
1993 10 29 1.293742
1993 10 30 0.998719
1993 10 31 -0.670109
1993 11  1 1.771001
1993 11  2 1.144274
1993 11  3 4.028343
1993 11  4 5.008382
1993 11  5 4.189957
1993 11  6 3.654362
1993 11  7 1.405714
1993 11  8 0.624713
1993 11  9 2.320458
1993 11 10 3.582779
1993 11 11 4.025994
1993 11 12 4.290658
1993 11 13 7.682587
1993 11 14 9.904023
1993 11 15 11.999591
1993 11 16 10.977142
1993 11 17 7.896919
1993 11 18 7.112239
1993 11 19 4.648535
1993 11 20 4.891954
1993 11 21 7.729300
1993 11 22 7.187862
1993 11 23 6.478555
1993 11 24 6.598512
1993 11 25 6.039792
1993 11 26 5.706778
1993 11 27 5.424592
1993 11 28 7.569966
1993 11 29 8.143089
1993 11 30 4.168357
1993 12  1 5.155535
1993 12  2 6.636975
1993 12  3 6.765501
1993 12  4 6.171701
1993 12  5 6.697069
1993 12  6 4.448777
1993 12  7 3.840251
1993 12  8 7.192318
1993 12  9 10.974447
1993 12 10 10.690349
1993 12 11 7.997408
1993 12 12 10.172155
1993 12 13 8.641701
1993 12 14 6.627040
1993 12 15 7.633033
1993 12 16 7.722450
1993 12 17 5.350656
1993 12 18 5.172294
1993 12 19 4.799072
1993 12 20 4.461382
1993 12 21 4.418268
1993 12 22 3.703296
1993 12 23 0.097211
1993 12 24 2.568088
1993 12 25 3.945398
1993 12 26 7.799517
1993 12 27 8.505361
1993 12 28 6.995710
1993 12 29 5.185919
1993 12 30 5.684141
1993 12 31 7.707165
1994  1  1 7.611548
1994  1  2 6.044632
1994  1  3 5.260280
1994  1  4 4.461374
1994  1  5 3.626692
1994  1  6 7.600496
1994  1  7 7.872186
1994  1  8 7.080383
1994  1  9 1.434085
1994  1 10 3.824557
1994  1 11 4.373744
1994  1 12 4.465162
1994  1 13 4.766702
1994  1 14 3.782181
1994  1 15 0.902719
1994  1 16 -2.826666
1994  1 17 2.476777
1994  1 18 1.869517
1994  1 19 -2.827397
1994  1 20 -2.055488
1994  1 21 3.349207
1994  1 22 8.951101
1994  1 23 11.352992
1994  1 24 10.422586
1994  1 25 8.974815
1994  1 26 8.443599
1994  1 27 7.974625
1994  1 28 9.219083
1994  1 29 9.871504
1994  1 30 1.909099
1994  1 31 -2.735049
1994  2  1 -3.071552
1994  2  2 -2.065139
1994  2  3 1.030828
1994  2  4 3.166799
1994  2  5 4.611569
1994  2  6 6.303647
1994  2  7 7.086637
1994  2  8 9.780522
1994  2  9 11.675514
1994  2 10 10.103419
1994  2 11 3.004452
1994  2 12 1.503710
1994  2 13 3.185680
1994  2 14 6.961459
1994  2 15 7.418106
1994  2 16 8.619534
1994  2 17 10.919304
1994  2 18 12.840630
1994  2 19 14.195660
1994  2 20 14.570366
1994  2 21 12.702174
1994  2 22 8.249213
1994  2 23 7.102668
1994  2 24 6.436871
1994  2 25 3.093987
1994  2 26 3.108973
1994  2 27 -2.483739
1994  2 28 0.932251
1994  3  1 2.964115
1994  3  2 6.061529
1994  3  3 10.156305
1994  3  4 12.273392
1994  3  5 11.584965
1994  3  6 11.717900
1994  3  7 11.379444
1994  3  8 9.868575
1994  3  9 7.361856
1994  3 10 3.548931
1994  3 11 5.360620
1994  3 12 6.588972
1994  3 13 7.006743
1994  3 14 10.382966
1994  3 15 10.438086
1994  3 16 7.255770
1994  3 17 13.136879
1994  3 18 12.412311
1994  3 19 12.210431
1994  3 20 12.743812
1994  3 21 9.435032
1994  3 22 12.562954
1994  3 23 13.841243
1994  3 24 12.880423
1994  3 25 8.551495
1994  3 26 2.850412
1994  3 27 5.043122
1994  3 28 6.181643
1994  3 29 -0.355810
1994  3 30 0.260980
1994  3 31 5.449819
1994  4  1 9.140407
1994  4  2 10.277020
1994  4  3 7.842845
1994  4  4 6.784966
1994  4  5 5.528914
1994  4  6 4.582616
1994  4  7 3.092219
1994  4  8 4.423298
1994  4  9 5.191329
1994  4 10 5.591073
1994  4 11 6.334370
1994  4 12 7.183920
1994  4 13 7.944985
1994  4 14 9.009090
1994  4 15 10.643957
1994  4 16 10.897276
1994  4 17 11.634269
1994  4 18 15.080558
1994  4 19 14.775808
1994  4 20 8.506188
1994  4 21 7.946229
1994  4 22 6.645370
1994  4 23 11.274600
1994  4 24 12.300824
1994  4 25 12.034762
1994  4 26 11.729987
1994  4 27 11.614086
1994  4 28 8.986269
1994  4 29 6.471846
1994  4 30 5.654116
1994  5  1 4.359384
1994  5  2 2.696426
1994  5  3 1.675829
1994  5  4 3.869664
1994  5  5 5.066733
1994  5  6 4.764714
1994  5  7 2.132115
1994  5  8 4.147126
1994  5  9 4.112640
1994  5 10 6.240077
1994  5 11 7.668261
1994  5 12 5.937516
1994  5 13 6.072122
1994  5 14 6.028664
